设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-31 06:01:12,东经,118.6644400,北纬,37.9521300,1.6,247,5,30.33,4.061,3307,8,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-31 04:00:32,东经,118.6645300,北纬,37.9520400,0,47,34,32.19,4.076,1203,4,3.1,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-31 02:01:13,东经,118.6919900,北纬,37.9703300,0,201,0,29.68,4.103,192,7,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-31 00:00:40,东经,118.6919800,北纬,37.9703900,0,23,7,32.25,4.118,288,8,0.9,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 22:01:08,东经,118.6919500,北纬,37.9702900,0,24,7,30.36,4.145,167,7,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 20:01:13,东经,118.6919600,北纬,37.9704300,0,16,10,34.77,4.165,384,5,1.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 18:00:53,东经,118.6918900,北纬,37.9703800,2.5,24,22,36.31,4.154,444,4,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 16:00:47,东经,118.6920900,北纬,37.9703100,0,2,8,46.14,4.459,2299,6,1.6,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 14:00:42,东经,118.6920400,北纬,37.9703300,2.4,15,2,37.47,4.082,1963,7,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 12:02:22,东经,118.6631100,北纬,37.9523300,0,16,3,36.82,3.958,2616,7,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 10:00:53,东经,118.6636700,北纬,37.9519700,3.9,27,81,34.34,3.998,3041,4,2.4,1,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 08:01:36,东经,118.6720700,北纬,37.9523200,1.6,12,8,26.25,3.992,2758,5,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 06:01:26,东经,118.6647000,北纬,37.9521600,0,0,23,34.22,4.024,3244,5,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 04:01:08,东经,118.6646600,北纬,37.9521600,0,14,19,31.96,4.048,3275,8,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 02:01:08,东经,118.6921500,北纬,37.9703100,3,32,9,31.19,4.078,167,6,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-30 00:00:52,东经,118.6920000,北纬,37.9703600,0,0,4,30.23,4.105,92,6,2,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 22:01:08,东经,118.6919600,北纬,37.9702500,0,31,14,29.58,4.136,115,9,0.8,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 20:00:42,东经,118.6918600,北纬,37.9704100,1.7,28,8,32.41,4.156,874,6,2.2,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 18:00:42,东经,118.6919900,北纬,37.9705500,2.8,29,11,34.54,4.3,373,7,2.2,0.7,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 16:01:08,东经,118.6751600,北纬,37.9629400,0,9,21,30.75,4.3,2656,8,1,0.7,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 14:00:43,东经,118.6726100,北纬,37.9595000,0,20,4,32.86,4.3,2566,6,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 12:00:42,东经,118.6718700,北纬,37.9559300,1.5,32,7,32.14,4.007,2681,6,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 10:01:07,东经,118.6720500,北纬,37.9524200,0,22,0,39.13,3.981,2565,6,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 08:00:52,东经,118.6646700,北纬,37.9521100,0,5,10,34.51,4.011,2303,7,0.9,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 06:01:12,东经,118.6647000,北纬,37.9519700,2.5,3,14,35.49,4.031,3218,5,1.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 04:01:08,东经,118.6646300,北纬,37.9520600,2.5,33,4,33.27,4.062,1554,5,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 02:01:18,东经,118.6921200,北纬,37.9702500,0,26,53,30.93,4.095,138,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-29 00:00:43,东经,118.6920500,北纬,37.9703500,0,30,7,31.29,4.119,321,6,1.2,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 22:00:44,东经,118.6920200,北纬,37.9703800,3,2,6,33.39,4.145,342,6,1.6,2.2,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 18:00:42,东经,118.6919400,北纬,37.9702600,0,135,20,38.06,4.3,997,6,1.8,3.3,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 16:01:13,东经,118.6919600,北纬,37.9703700,0,176,2,38.44,4.163,2398,6,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 14:00:44,东经,118.6917000,北纬,37.9701900,0,71,4,38.08,4.159,1210,6,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 12:00:42,东经,118.6714800,北纬,37.9565200,0,175,6,35.14,4.3,1854,7,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-28 10:01:12,东经,118.6717100,北纬,37.9559700,0,195,2,34.54,4.113,2021,5,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 22:01:13,东经,118.6919200,北纬,37.9703400,0,152,4,27.08,4.124,86,6,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 20:01:21,东经,118.6919600,北纬,37.9702900,0,155,1,28.19,4.15,78,7,1.2,1.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 18:00:51,东经,118.6920000,北纬,37.9702000,2.6,66,22,35.43,4.158,154,7,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 16:00:45,东经,118.6920200,北纬,37.9704000,0,39,22,38.84,4.3,198,8,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 14:00:42,东经,118.6920500,北纬,37.9704600,2,88,28,41.21,4.531,1310,4,2.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 12:01:07,东经,118.6913000,北纬,37.9707000,3.7,293,80,42.32,4.067,2184,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 10:00:52,东经,118.6730000,北纬,37.9540600,1.5,42,15,37.04,4.019,2371,5,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 08:01:11,东经,118.6713400,北纬,37.9563100,2.2,175,27,35.87,4.01,1690,9,0.8,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 06:01:37,东经,118.6865500,北纬,37.9218400,0,123,0,34.05,4.031,1909,6,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 04:01:14,东经,118.6874600,北纬,37.9217100,0,207,2,32.49,4.055,2171,4,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 02:01:22,东经,118.6872000,北纬,37.9217900,0,332,20,29.28,4.09,1048,4,2.4,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-27 00:00:53,东经,118.6919600,北纬,37.9704300,0,111,7,30.18,4.108,198,5,2.5,3,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 22:01:15,东经,118.6920300,北纬,37.9704000,1.8,16,13,29.83,4.132,118,3,5.1,1,C,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 20:00:30,东经,118.6918700,北纬,37.9704900,0,166,2,31.35,4.145,318,5,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 18:01:12,东经,118.6918900,北纬,37.9702600,0,201,3,34.32,4.161,444,8,1.9,0.8,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 16:00:49,东经,118.6928400,北纬,37.9699800,0,65,113,37.32,4.3,1330,7,0.9,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 14:00:43,东经,118.6718400,北纬,37.9557200,0,61,13,40.75,4.07,2514,5,2.2,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 12:01:07,东经,118.6722900,北纬,37.9539800,0,62,6,39.98,4.045,2742,7,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 10:01:14,东经,118.6732600,北纬,37.9541700,0,153,5,36.56,4.056,2234,6,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 08:00:36,东经,118.6731700,北纬,37.9551600,0,290,28,37.41,4.029,2316,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 06:01:09,东经,118.6606100,北纬,37.9554400,0,299,0,32.77,4.057,2982,6,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 04:00:52,东经,118.6609600,北纬,37.9547700,1.9,16,1,34.03,4.075,1781,6,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 02:01:08,东经,118.6919800,北纬,37.9703900,0,14,12,30.94,4.099,58,4,1.5,4.2,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-26 00:00:43,东经,118.6919800,北纬,37.9703200,0,340,5,31.62,4.113,136,8,1,1.3,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 22:01:07,东经,118.6920000,北纬,37.9703800,0,126,46,32,4.135,181,6,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 20:00:42,东经,118.6919800,北纬,37.9703600,0,342,2,34.43,4.16,195,4,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 18:00:51,东经,118.6919900,北纬,37.9703100,0,356,5,38.33,4.486,92,7,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 16:01:08,东经,118.6919900,北纬,37.9703700,0,128,5,39.29,4.3,782,8,1.2,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 14:00:42,东经,118.6922400,北纬,37.9704700,4.1,82,38,42.93,3.983,1021,5,1.6,1,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 12:01:08,东经,118.6920400,北纬,37.9703700,0,109,2,43.34,3.866,1898,8,0.9,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 10:01:43,东经,118.6712600,北纬,37.9573300,0,290,0,36.99,3.872,2251,5,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 08:00:42,东经,118.6713000,北纬,37.9559400,0,12,0,33.55,3.859,1853,6,1.4,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 06:00:52,东经,118.6919900,北纬,37.9704400,0,324,1,30.26,3.858,236,6,1.5,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 04:01:22,东经,118.6921300,北纬,37.9703500,0,281,53,29.4,3.875,306,4,1.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 02:01:15,东经,118.6920000,北纬,37.9703700,0,209,4,30.89,3.894,798,6,1.1,2.5,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-25 00:00:41,东经,118.6919200,北纬,37.9703600,0,20,9,25.81,3.915,1380,9,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 22:01:15,东经,118.6860300,北纬,37.9882700,0,60,3,30.95,3.938,2868,10,1.1,0.7,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 20:00:46,东经,118.6713100,北纬,37.9575000,0,321,21,37,3.957,2050,4,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 18:01:31,东经,118.6712100,北纬,37.9573100,1.5,6,4,37.73,3.962,1928,4,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 16:00:40,东经,118.6710400,北纬,37.9578700,3.6,177,9,41.46,3.932,2630,5,2.1,0.8,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 14:01:08,东经,118.6920200,北纬,37.9704400,0,346,32,41.91,3.917,2463,8,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 12:01:21,东经,118.6730100,北纬,37.9543000,2.8,321,8,40.1,3.837,3233,5,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 10:01:22,东经,118.6734200,北纬,37.9537400,0,183,90,36.3,3.848,3261,4,1.7,1,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 08:01:22,东经,118.6711000,北纬,37.9574500,0,198,3,36.4,3.861,3339,7,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 06:00:42,东经,118.6709800,北纬,37.9533300,0,160,15,29.62,3.873,846,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 04:01:12,东经,118.6919500,北纬,37.9704200,0,108,3,30.41,3.899,106,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 02:00:45,东经,118.6921500,北纬,37.9703100,0,124,23,31.55,3.912,58,6,1.2,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-24 00:01:08,东经,118.6919700,北纬,37.9704000,0,299,4,28.79,3.928,57,10,0.9,0.7,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 22:01:08,东经,118.6919800,北纬,37.9703600,0,12,3,31.67,3.948,141,6,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 18:01:32,东经,118.6919600,北纬,37.9703800,0,62,11,37.96,3.947,455,9,0.8,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 16:00:52,东经,118.6926600,北纬,37.9705200,1.8,74,35,38.83,3.885,2883,7,1.4,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 14:00:42,东经,118.6723800,北纬,37.9526800,1.7,283,7,33.71,3.869,2681,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 12:01:13,东经,118.6723400,北纬,37.9531600,2.1,40,8,37.09,3.882,2684,5,1.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 10:00:52,东经,118.6716200,北纬,37.9526100,0,163,14,31.73,3.892,2317,6,1.6,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 08:00:42,东经,118.6712000,北纬,37.9533300,0,187,13,32.71,3.91,2425,5,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 06:01:43,东经,118.6879300,北纬,37.9871600,0,339,8,33.29,3.932,2740,6,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 04:01:08,东经,118.6920500,北纬,37.9703500,0,173,6,33.54,3.955,178,6,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 02:00:43,东经,118.6920500,北纬,37.9703600,0,348,13,33.63,3.973,55,5,1.6,1.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-23 00:01:22,东经,118.6920400,北纬,37.9703700,0,41,8,33.02,4.01,57,9,0.8,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 22:00:42,东经,118.6919600,北纬,37.9705000,1.5,325,14,34.91,4.028,396,4,2.3,3.4,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 20:01:08,东经,118.6919400,北纬,37.9704200,0,102,22,36.6,4.045,371,6,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 18:01:08,东经,118.6919900,北纬,37.9703800,4.5,63,5,39.16,4.008,228,6,2.9,4.7,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 16:00:38,东经,118.6921200,北纬,37.9703100,0,283,11,40.34,3.94,1216,6,1.8,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 14:00:42,东经,118.6920100,北纬,37.9703700,0,329,12,40.49,3.872,2594,8,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 10:01:13,东经,118.6706600,北纬,37.9531700,4.8,328,9,37.76,3.907,3584,4,3.2,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 08:01:08,东经,118.6708000,北纬,37.9524100,0,176,3,36.79,3.92,2774,5,1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 06:01:16,东经,118.6899900,北纬,37.9903600,2.6,152,23,36.09,3.941,2920,5,1.9,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 04:02:30,东经,118.6871400,北纬,37.9905100,3,218,23,36.61,3.993,2457,6,2.3,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 02:01:12,东经,118.6920300,北纬,37.9703700,0,356,1,32.87,4.025,172,6,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-22 00:01:07,东经,118.6918900,北纬,37.9704200,0,303,16,33.29,4.039,54,6,1.3,1.6,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 22:00:54,东经,118.6918600,北纬,37.9707300,4.5,351,9,33.45,4.055,141,4,2.4,3.5,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 20:00:43,东经,118.6919800,北纬,37.9703800,0,346,10,37.27,4.069,263,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 18:01:06,东经,118.6919400,北纬,37.9703500,2.4,38,19,41.43,4.076,709,6,1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 16:00:55,东经,118.6916000,北纬,37.9705800,4,285,14,43.87,4.036,2479,5,2.4,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 14:00:43,东经,118.6919900,北纬,37.9704000,3.3,101,6,40.69,4.025,2924,5,1.3,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 10:01:07,东经,118.6729300,北纬,37.9541300,0,230,13,40.6,4.019,3539,4,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 08:00:53,东经,118.6622100,北纬,37.9522700,0,312,10,33.15,4.034,3368,4,3.3,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 06:00:42,东经,118.6871700,北纬,37.9906200,0,51,22,33.4,4.053,3557,5,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 04:00:53,东经,118.6875700,北纬,37.9889600,0,133,25,31.39,4.071,531,4,1.5,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 02:01:08,东经,118.6918700,北纬,37.9704600,0,271,16,30.69,4.093,52,6,1.5,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-21 00:00:51,东经,118.6917700,北纬,37.9702700,0,181,24,31.11,4.108,71,6,1.4,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 22:01:08,东经,118.6918500,北纬,37.9702600,0,47,3,31.07,4.132,153,7,1.3,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 20:00:42,东经,118.6919200,北纬,37.9703900,0,345,10,35.36,4.157,290,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 18:00:32,东经,118.6920600,北纬,37.9703800,3,54,0,36.52,4.495,327,5,1.5,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 16:00:43,东经,118.6919800,北纬,37.9704700,0,55,1,33.76,4.055,1978,7,1.8,2.6,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 14:01:42,东经,118.6645400,北纬,37.9520200,2.4,80,11,32.71,3.979,2253,5,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 12:01:19,东经,118.6636700,北纬,37.9512500,3.5,199,148,33.29,3.986,2292,4,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 10:01:08,东经,118.6625600,北纬,37.9519400,0,148,45,32.55,4.012,2206,3,2,1,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 08:01:08,东经,118.6627600,北纬,37.9522400,0,231,7,35.19,4.026,2794,5,1.3,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 06:01:08,东经,118.6895500,北纬,37.9874100,0,237,38,34.32,4.045,3604,4,2.5,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 02:01:07,东经,118.6920100,北纬,37.9703700,0,8,0,32.7,4.089,60,7,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-20 00:00:42,东经,118.6919600,北纬,37.9704100,0,166,8,32.49,4.113,71,7,1.5,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 22:01:08,东经,118.6919500,北纬,37.9704100,0,7,6,33.07,4.135,190,6,1.2,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 20:01:08,东经,118.6919700,北纬,37.9703600,0,40,3,34.98,4.159,350,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 16:01:08,东经,118.6919900,北纬,37.9703800,0,305,3,41.85,4.138,293,11,1,1.4,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 14:01:09,东经,118.6920200,北纬,37.9702100,3.7,179,15,40.35,4.076,2411,5,2.1,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 12:00:26,东经,118.6919300,北纬,37.9704700,1.8,31,8,38.19,4.025,2872,5,3.7,3.4,C,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 10:02:03,东经,118.6611100,北纬,37.9552200,0,69,36,37.62,4.019,2907,7,1.1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 08:01:18,东经,118.6614000,北纬,37.9549900,0,326,2,36.71,4.015,3544,8,0.8,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 06:01:12,东经,118.6605000,北纬,37.9564800,0,51,9,28.58,4.034,1186,7,1.2,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 04:00:43,东经,118.6919600,北纬,37.9704700,0,119,9,31.68,4.052,36,4,4.8,1,C,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 02:01:23,东经,118.6920200,北纬,37.9703100,0,105,1,33.02,4.075,70,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-19 00:00:42,东经,118.6920100,北纬,37.9703500,0,67,4,32.37,4.089,211,8,1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 22:00:43,东经,118.6919900,北纬,37.9703300,0,80,18,33.68,4.102,398,6,1.3,2.2,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 18:00:36,东经,118.6608700,北纬,37.9549000,4.1,64,19,38.05,4.15,2593,6,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 14:01:08,东经,118.6610300,北纬,37.9551500,1.6,130,21,39.7,4.093,2670,4,3.3,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 12:01:15,东经,118.6610200,北纬,37.9549800,0,324,21,38.81,4.062,2711,5,1.5,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 10:00:27,东经,118.6608800,北纬,37.9550400,0,324,9,36.46,4.027,2988,4,2.2,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 08:01:09,东经,118.6607800,北纬,37.9548000,0,352,5,33.95,4.029,3210,6,1.7,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 06:01:12,东经,118.6871700,北纬,37.9913800,0,350,4,33.66,4.048,1124,6,1.1,0.8,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 04:01:09,东经,118.6919400,北纬,37.9703800,2.7,340,11,30.45,4.07,44,4,2.3,0.9,B,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 02:01:06,东经,118.6920900,北纬,37.9704200,0,20,19,31.1,4.09,52,7,1,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-18 00:00:41,东经,118.6921200,北纬,37.9702100,0,352,11,31.22,4.103,42,5,1.4,0.9,A,可用
H54M·G65巢·BJNN022·20190528不稳,032201756,2021-05-17 22:01:13,东经,118.6920300,北纬,37.9703900,0,216,3,32.42,4.132,63,7,1.1,0.9,A,可用
